book,booktitle,author,state,removed,freqchal,pvi2,obama,cperhs,sexexp,antifamily,cmedin,cperba,days2000,occult,language,homosexuality,violence
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",IA,0,1,1,1,6.538042131,0,0,3921.5,-2.823729864,3476,0,0,1,0
1120,Lessons From a Dead Girl,"Knowles, Jo",KY,0,0,-10.4,1,-5.461957869,1,1,-5880.5,-6.923729864,3495,0,1,1,0
607,"Earth, My Butt and Other Big Round Things, The","Mackler, Carolyn",OH,1,0,-0.7,0,3.438042131,1,1,2469,-2.923729864,2479,0,0,0,0
1512,Ready or Not,"Cabot, Meg",LA,0,0,-9.7,1,-4.761957869,1,1,-5120.5,-5.323729864,3239,0,0,0,0
42,A Rock and a Hard Place,"Johnson, Anthony Godby",CO,1,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1425,0,0,0,0
559,Doing It,"Burgess, Melvin",MN,0,0,2.3,NA,8.338042131,0,0,15378,3.376270136,NA,0,1,0,0
1747,T.E. Lawrence: Lives of Notable Gay Men and Lesbians,"Wolfe, Daniel",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,1,0
733,Gone With the Wind,"Mitchell, Margaret",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
2023,Witness,"Hesse, Karen",OR,1,0,4,0,5.538042131,0,0,1274.5,1.076270136,1427,0,1,0,1
1699,"Starplace, The","Grove, Vicki",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1627,Shrek,"Steig, William",IL,0,0,7.7,0,1.838042131,0,0,6489.5,2.076270136,3152,0,1,0,0
1622,Shooter,"Meyers, Walter Dean",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
414,Coal Black Horse,"Olmstead, Robert",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1552,Running Loose,"Crutcher, Chris",OH,0,1,-0.7,0,3.438042131,1,0,2469,-2.923729864,3080,0,1,0,0
1993,Who's in a Family?,"Skutch, Robert",OH,0,0,-0.7,1,3.438042131,0,0,2469,-2.923729864,3802,0,0,1,0
717,Glass,"Hopkins, Ellen",MO,1,0,-3.1,1,1.738042131,1,0,1279.5,-2.423729864,3835,0,0,0,0
484,Daddy's Roommate,"Willhoite, Michael",IL,0,0,7.7,0,1.838042131,0,0,6489.5,2.076270136,1917,0,0,1,0
158,Arming America,"Bellesiles, Michael",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,0,0
356,Captain Underpants (series),"Pilkey, Dav",MI,0,0,3.8,0,3.838042131,0,1,2966,-2.223729864,1986,0,0,0,1
297,Boy Meets Boy,"Levithan, David",OK,0,0,-16.9,0,1.038042131,0,0,-3087.5,-3.723729864,1800,0,0,0,0
1016,Naked Prey,"Sandford, John",OK,0,0,-16.9,0,1.038042131,0,0,-3087.5,-3.723729864,1800,0,1,0,0
1250,"Merriam-Webster's Collegiate Dictionary, 10th Collegiate Edition",Merriam-Webster,CA,1,0,7.4,1,-2.761957869,0,0,10119,2.576270136,3632,0,1,0,0
1951,What My Mother Doesn<U+0092>t Know,"Sones, Sonya",AZ,0,0,-6.1,0,1.438042131,0,0,3490.5,-0.523729864,1748,0,1,0,0
321,Bronx Masquerade,"Grimes, Nikki",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1024,"It's Not the Stork!:  A Book About Girls, Boys, Babies and Bodies","Harris, Robie",NE,0,1,-13.5,1,7.038042131,1,0,4927.5,-0.323729864,3343,0,0,0,0
714,Forgotten Fire,"Bagdasarian, Adam",OK,0,0,-16.9,0,1.038042131,1,0,-3087.5,-3.723729864,3014,0,0,0,0
1117,"Lesbian Kama Sutra, The","Harding, Kat",KS,1,0,-11.5,1,6.438042131,1,0,144.5,1.776270136,3289,0,0,0,0
1056,Jubilee,"Walker, Margaret",WA,0,0,5,0,7.538042131,0,0,9907.5,3.676270136,480,0,1,0,0
1705,Stolen Gods,"Page, Jake",CO,1,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1426,0,1,0,0
868,Harry Potter and the Prisoner of Azkaban,"Rowling, J.K.",MN,0,1,2.3,0,8.338042131,0,1,15378,3.376270136,50,0,1,0,1
75,"Adventures of Huckleberry Finn, The","Twain, Mark",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1083,King & King,"de Haan, Linda",MA,0,0,11.7,0,5.238042131,0,0,14048.5,9.176270136,1200,0,0,1,0
1681,"Source, The",NA,VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
1941,Whale Talk,"Crutcher, Chris",AL,1,1,-13.2,0,-4.261957869,0,0,-5054,-5.023729864,1986,0,1,0,0
373,Catch-22,"Heller, Joseph",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",CA,0,1,7.4,1,-2.761957869,0,0,10119,2.576270136,3200,0,0,1,0
936,How They Met and Other Stories,"Levithan, David",AK,0,0,-13.4,1,8.738042131,0,0,15707.5,0.676270136,3200,0,0,0,0
1081,Killing Mr. Griffin,"Duncan, Lois",NE,0,0,-13.5,0,7.038042131,0,0,4927.5,-0.323729864,480,0,1,0,1
477,Cut,"McCormick, Patricia",FL,1,0,-1.8,0,0.338042131,0,0,372,-1.723729864,801,0,0,0,0
1936,Welcome with Love,"Overend, Jenni",TN,0,0,-8.7,0,-3.661957869,0,0,-2995.5,-4.423729864,1924,0,0,0,0
557,Dogsong,"Paulsen, Gary",MA,0,0,11.7,0,5.238042131,0,0,14048.5,9.176270136,480,0,0,0,1
1740,"Sun Also Rises, The","Hemingway, Ernest",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1871,Ulysses,"Joyce, James",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1279,Monster Goose,"Sierra, Judy",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1426,0,0,0,1
1686,Spinners,"Napoli, Donna Jo",IL,0,0,7.7,0,1.838042131,0,1,6489.5,2.076270136,597,0,0,0,0
1789,They're All Named Wildfire,"Springer, Nancy",CA,0,0,7.4,0,-2.761957869,0,0,10119,2.576270136,2040,0,1,0,1
1130,Life Is Funny,"Frank, E.R.",VA,0,0,-1.7,1,1.938042131,0,0,11296,5.476270136,3191,0,0,0,0
1657,Snow Falling on Cedars,"Guterson, David",VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
1148,"Little Girl Who Did<U+0085>What?, The","Dupuy, Diane",VA,1,0,-1.7,NA,1.938042131,0,0,11296,5.476270136,NA,0,1,0,0
1496,"Rag and Bone Shop, The","Cormier, Robert",OH,1,1,-0.7,0,3.438042131,0,0,2469,-2.923729864,2848,0,0,0,0
1583,Secret Identity,"Yoe, Craig",LA,0,0,-9.7,1,-4.761957869,1,0,-5120.5,-5.323729864,3600,0,0,0,0
1195,"Lovely Bones, The","Sebold, Alice",IN,0,0,-6.2,0,2.538042131,0,0,1086.5,-4.623729864,1686,0,0,0,0
1941,Whale Talk,"Crutcher, Chris",DE,0,1,7,1,3.038042131,1,0,9167.5,0.976270136,3414,0,1,0,1
148,"Angus, Thongs, and Full Frontal Snogging","Rennison, Louise",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1440,0,0,0,0
963,I Saw Esau,"Opie, Iona and Peter Opie",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,0
491,Dancing in Red Shoes Will Kill You,"Cirrone, Dorian",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1907,0,0,0,0
374,"Catcher in the Rye, The","Salinger, J.D.",PA,0,0,2,0,2.338042131,1,0,4218,-1.623729864,1660,0,1,0,0
1849,TTYL,"Myracle, Lauren",MO,1,1,-3.1,1,1.738042131,0,0,1279.5,-2.423729864,3180,0,0,0,0
75,"Adventures of Huckleberry Finn, The","Twain, Mark",OK,0,0,-16.9,0,1.038042131,0,0,-3087.5,-3.723729864,60,0,1,0,0
171,Athletic Shorts,"Crutcher, Chris",IA,0,1,1,0,6.538042131,0,0,3921.5,-2.823729864,2179,0,1,1,0
1067,Number the Stars,"Lowry, Lois",IL,0,1,7.7,1,1.838042131,0,0,6489.5,2.076270136,3191,0,0,0,0
1806,Three Little Words:  A Memoir,"Rhodes-Courter, Ashley",FL,0,0,-1.8,1,0.338042131,0,0,372,-1.723729864,3197,0,0,0,0
477,Cut,"McCormick, Patricia",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
958,I Know Why the Caged Bird Sings,"Angelou, Maya",CA,0,1,7.4,0,-2.761957869,1,0,10119,2.576270136,1696,0,0,0,1
716,"Giver, The","Lowry, Lois",ND,1,1,-10.4,1,4.338042131,1,0,-813,-2.023729864,3841,0,0,0,0
86,AIDS: You Can't Catch it Holding Hands,"de Saint Phalle, Niki",CO,1,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1443,0,0,0,0
140,Anastasia Again!,"Lowry, Lois",FL,1,1,-1.8,0,0.338042131,0,0,372,-1.723729864,1917,0,0,0,0
1061,Junie B. Jones and a Little Monkey Business,"Park, Barbara",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,1,0,0
927,"House of the Spirits, The","Allende, Isabel",AK,0,0,-13.4,0,8.738042131,1,0,15707.5,0.676270136,1917,1,1,1,1
696,"Fire From Within, The","Castaneda, Carlos",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,1,0,0
49,A Stone In My Hand,"Clinton, Cathryn",FL,0,0,-1.8,0,0.338042131,0,0,372,-1.723729864,1473,0,0,0,0
727,Goddesses: A World of Myth and Magic,"Muten, Burleigh",CA,1,0,7.4,0,-2.761957869,0,0,10119,2.576270136,1697,1,0,0,0
1035,Janey's Girl,"Friesen, Gayle",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,0
160,Art for Lovers,"Adler, Sabine",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1924,0,0,0,0
1205,Magic Eye,N.E. Thing Enterprises,OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,990,0,0,0,0
29,A Life for a Life,"Hill, Ernest",IA,0,0,1,0,6.538042131,1,1,3921.5,-2.823729864,0,0,1,0,1
159,Arms and Armor,"Byam, Michelle",WA,1,0,5,0,7.538042131,0,1,9907.5,3.676270136,315,0,0,0,1
158,Arming America,"Bellesiles, Michael",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1426,0,0,0,0
868,Harry Potter (series),"Rowling, J.K.",MI,0,1,3.8,0,3.838042131,0,0,2966,-2.223729864,480,1,0,0,0
754,Geography Club,"Hartinger, Brent",WA,1,0,5,0,7.538042131,0,0,9907.5,3.676270136,2121,0,0,1,0
214,Beloved,"Morrison, Toni",CO,0,1,-0.2,1,7.338042131,1,0,10346.5,8.676270136,3876,0,0,0,0
567,"Don't You Dare Read This, Mrs. Dunphrey","Haddix, Margaret Peterson",CA,1,0,7.4,0,-2.761957869,0,0,10119,2.576270136,1426,0,1,0,0
1025,It's Perfectly Normal,"Harris, Robie",ME,0,1,5.5,1,5.838042131,0,0,1335.5,-1.123729864,3218,0,0,0,0
1925,"Waterstone, The","Rupp, Rebecca",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1857,0,0,0,0
539,Diary of a Groupie,"Tyree, Omar",PA,0,0,2,0,2.338042131,1,0,4218,-1.623729864,2093,0,1,0,0
763,"Guide to Getting It On, The","Joannides, Paul",MN,0,0,2.3,1,8.338042131,1,0,15378,3.376270136,3407,0,0,0,0
151,Anime from Akira to Princess Mononoke,"Napier, Susan",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1426,0,0,0,0
1043,"Jewel of Medina, The","Jones, Sherry",NY,1,0,10.2,1,-0.461957869,0,0,5007.5,3.376270136,3222,0,0,0,0
1845,"Trouble With Wednesdays, The","Nathanson, Laura",MN,0,0,2.3,0,8.338042131,1,0,15378,3.376270136,2399,0,0,0,0
511,"Day After Tomorrow, The","Heinlein, Robert A.",IL,1,0,7.7,0,1.838042131,0,0,6489.5,2.076270136,3127,0,0,0,0
741,Gossip Girl (series),"Von Ziegesar, Cecily",FL,0,0,-1.8,1,0.338042131,1,0,372,-1.723729864,3805,0,1,0,0
1772,Tenderness,"Cormier, Robert",CO,0,1,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1440,0,0,0,1
1420,Pandora Drive,"Waggoner, Tim",OH,0,0,-0.7,0,3.438042131,1,0,2469,-2.923729864,3013,0,1,0,0
917,Hoot,"Hiaasen, Carl",NC,0,0,-4.3,1,-1.461957869,0,0,-310,-1.523729864,3891,0,0,0,0
857,"Hang-Ups, Hook-Ups, and Holding Out","Holmes, Melisa",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1674,Sophie's World,"Gaarder, Iostein",VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
953,I Been In Sorrows Kitchen and Licked All the Pots,"Straight, Susan",VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
1419,Panda,"Allen, Judy",IL,0,0,7.7,0,1.838042131,0,0,6489.5,2.076270136,2404,0,0,0,0
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",CA,0,1,7.4,0,-2.761957869,0,1,10119,2.576270136,2770,0,0,1,0
1761,Technical Date on the Shasta Dam,NA,CA,1,0,7.4,0,-2.761957869,0,0,10119,2.576270136,1800,0,0,0,0
1039,Nick & Norah's Infinite Playlist,"Cohn, Rachel",OK,1,0,-16.9,0,1.038042131,1,0,-3087.5,-3.723729864,3006,0,1,1,0
515,Deadline,"Crutcher, Chris",KY,1,1,-10.4,1,-5.461957869,0,0,-5880.5,-6.923729864,3595,0,0,0,0
435,Cooking Up a Storm,"Holly, Emma",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,2088,0,0,0,0
1811,Tijuana Bibles,"Adelman, Bob",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,180,0,0,0,1
148,"Angus, Thongs, and Full Frontal Snogging","Rennison, Louise",VA,0,0,-1.7,0,1.938042131,0,0,11296,5.476270136,2387,0,0,0,0
1106,"Laughing Corpse, The","Hamilton, Laurell K.",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,990,0,0,0,1
1853,Turning Angel,"Iles, Greg",MD,0,0,8.5,1,4.238042131,1,0,19404.5,7.376270136,3199,0,1,0,1
23,A Harvest of Changelings,"Rochelle, Warren",MI,0,0,3.8,1,3.838042131,1,0,2966,-2.223729864,3330,1,1,0,0
1489,Queer,"Gage, Simon",AK,0,0,-13.4,0,8.738042131,0,0,15707.5,0.676270136,1351,0,0,1,0
1928,Way Past Cool,"Mowry, Jess",CA,0,0,7.4,0,-2.761957869,1,0,10119,2.576270136,1026,0,1,0,0
1941,Whale Talk,"Crutcher, Chris",AL,1,1,-13.2,0,-4.261957869,0,0,-5054,-5.023729864,1924,0,1,0,0
1026,Native Son,"Wright, Richard",IL,0,0,7.7,0,1.838042131,0,0,6489.5,2.076270136,2204,0,0,0,0
510,Daughters of Eve,"Duncan, Lois",VA,0,0,-1.7,0,1.938042131,0,0,11296,5.476270136,180,0,0,0,0
318,"Brimstone Journals, The","Koertge, Ron",AL,1,0,-13.2,0,-4.261957869,0,1,-5054,-5.023729864,2221,0,1,1,1
1555,S.E.X.:  The All-You-Need-To-Know Progressive Sexuality Guide to Get You Through High School,"Corinna, Heather",CA,0,0,7.4,1,-2.761957869,0,0,10119,2.576270136,3508,0,0,0,0
1582,Seconds of Pleasure,"LaBute, Neil",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,2290,0,0,0,0
421,"Color Purple, The","Walker, Alice",ID,0,0,-17.4,0,5.138042131,1,0,3194,-2.323729864,3090,0,1,1,0
1815,Tips On Having A Gay (Ex) Boyfriend,"Jones, Carrie",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1462,Police Brutality: Opposing Viewpoints,"Cothran, Helen",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1800,0,0,0,0
1845,"Trouble With Wednesdays, The","Nathanson, Laura",CA,0,0,7.4,0,-2.761957869,1,0,10119,2.576270136,1341,0,0,0,0
419,"Coldest Winter Ever, The","Souljah, Sister",PA,0,0,2,0,2.338042131,1,0,4218,-1.623729864,2093,0,1,0,0
1739,Summer of My German Soldier,"Greene, Bette",AR,0,0,-8.8,0,-4.261957869,0,0,-6258.5,-7.323729864,828,0,1,0,0
1039,Jefferson's Children: The Story of One American Family,"Feldman, Jane",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1426,0,0,0,0
35,A Moment in Time,"Gould, Judith",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,990,0,0,0,1
1717,Storytellers: Folktales and Legends from the South,"Burrison, John",IL,0,0,7.7,0,1.838042131,1,0,6489.5,2.076270136,801,0,1,0,0
95,Alice (series),"Naylor, Phyllis Reynolds",MO,1,1,-3.1,0,1.738042131,0,0,1279.5,-2.423729864,990,0,0,1,0
696,"Fire From Within, The","Castaneda, Carlos",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,0,0
1163,Lock and Key,"Dessen, Sarah",OH,0,0,-0.7,1,3.438042131,0,0,2469,-2.923729864,3176,0,0,0,0
1530,Ride,"Gammel, Stephen",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1426,0,0,0,1
397,Chinese Handcuffs,"Crutcher, Chris",IN,0,1,-6.2,1,2.538042131,0,0,1086.5,-4.623729864,3595,0,1,0,0
170,"Astonishing Adventures of Fanboy and Goth Girl, The","Lyga, Barry",GA,1,0,-6.8,0,-0.961957869,0,0,2239.5,0.276270136,2917,0,1,0,0
67,Absolute Power,"Balducci, David",ID,1,0,-17.4,0,5.138042131,1,0,3194,-2.323729864,720,0,1,0,1
1127,Life Doesn't Frighten Me,"Angelou, Maya",OR,0,1,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,0
196,Bastard Out of Carolina,"Allison, Dorothy",AZ,1,0,-6.1,0,1.438042131,1,0,3490.5,-0.523729864,982,0,0,0,0
229,"Bible, The",Various,PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
487,Damage,"Jenkis, A.M.",WI,0,0,2.4,1,5.538042131,1,0,4234.5,-1.623729864,3609,0,0,0,0
1069,Of Mice and Men,"Steinbeck, John",LA,0,1,-9.7,0,-4.761957869,0,0,-5120.5,-5.323729864,480,0,1,0,0
452,Crank,"Hopkins, Ellen",MO,1,0,-3.1,1,1.738042131,1,0,1279.5,-2.423729864,3835,0,0,0,0
868,Harry Potter (series),"Rowling, J.K.",AR,0,1,-8.8,0,-4.261957869,0,0,-6258.5,-7.323729864,325,1,0,0,1
903,"History of Tom Jones, The","Fielding, Henry",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
102,Alice the Brave,"Naylor, Phyllis Reynolds",PA,1,1,2,0,2.338042131,1,0,4218,-1.623729864,1201,0,0,0,0
1228,Margaux With An X,"Koertge, Ron",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1766,Teens & Sex,"Marcovitz, Hal",WI,0,0,2.4,1,5.538042131,1,0,4234.5,-1.623729864,3731,0,0,0,0
214,Beloved,"Morrison, Toni",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
570,Double Date,"Stine, R.L.",GA,1,0,-6.8,0,-0.961957869,1,0,2239.5,0.276270136,1472,0,0,0,1
1085,"King Must Die, The","Renault, Mary",VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
984,In Her Defense,"Horn, Stephen",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1426,0,1,0,0
2002,Will I Go To Heaven,"Mayle, Peter",CO,1,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1426,0,0,0,0
721,Go and Come Back,"Abelove, Joan",WV,0,0,-7.9,0,-4.361957869,1,0,-7290,-9.223729864,169,0,0,0,0
958,I Know Why the Caged Bird Sings,"Angelou, Maya",AL,0,1,-13.2,0,-4.261957869,1,0,-5054,-5.023729864,480,0,0,0,0
228,Beyond the Chocolate War,"Cormier, Robert",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1434,"Perks of Being a Wallflower, The","Chbosky, Stephen",IL,0,0,7.7,1,1.838042131,0,1,6489.5,2.076270136,3517,0,0,0,0
1081,Killing Mr. Griffin,"Duncan, Lois",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,990,0,1,0,0
761,Ghost,"Ringo, John",MN,0,0,2.3,0,8.338042131,1,0,15378,3.376270136,2399,0,0,0,0
425,Commonsense Rediscovered,"Herder, Dale",MI,0,0,3.8,0,3.838042131,0,0,2966,-2.223729864,2511,0,0,0,0
1063,Nothing's Sacred,"Black, Lewis",OH,0,0,-0.7,0,3.438042131,1,0,2469,-2.923729864,2807,0,1,0,0
416,Coffee Will Make You Black,"Sinclair, April",CT,0,0,7.1,0,4.438042131,1,0,16247.5,7.376270136,480,0,1,0,0
1995,Wicca 2000,"Telesco, Patricia",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,1,0,0,0
1143,"Listeners, The","Pike, Christopher",ID,1,1,-17.4,0,5.138042131,1,0,3194,-2.323729864,120,0,0,0,1
1094,"Koehler Method of Dog Training, The","Koehler, W.R.",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1800,0,1,0,0
629,"Empty Grave, The","Chilton, Ida",CT,0,0,7.1,0,4.438042131,1,0,16247.5,7.376270136,1560,1,0,0,1
1083,King & King,"de Haan, Linda",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,1,0
267,"Bluest Eye, The","Morrison, Toni",NC,0,1,-4.3,0,-1.461957869,1,0,-310,-1.523729864,1710,0,0,0,0
1083,King & King,"de Haan, Linda",PA,1,0,2,0,2.338042131,0,0,4218,-1.623729864,1050,0,0,1,0
210,Bedlam Burning,"Nicholson, Geoff",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,1426,0,1,0,0
935,How the Garcia Girls Lost Their Accents,"Alvarez, Julia",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
474,"Curious Incident of the Dog in the Night-Time, The","Haddon, Mark",OR,0,0,4,1,5.538042131,0,0,1274.5,1.076270136,3249,0,1,0,0
663,Fallen Angels,"Myers, Walter Dean",KY,0,0,-10.4,0,-5.461957869,0,0,-5880.5,-6.923729864,480,0,1,0,0
977,If You Loved Me,"Reynolds, Marilyn",CA,0,0,7.4,1,-2.761957869,1,0,10119,2.576270136,3301,0,0,0,0
1069,Keeping You A Secret,"Peters, Julie Anne",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1792,"Things They Carried, The","O'Brien, Tim",VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
1892,Vampires,"Yolen, Jane and Martin H. Greenberg",CA,0,0,7.4,0,-2.761957869,1,0,10119,2.576270136,2759,0,0,0,0
1747,T.E. Lawrence: Lives of Notable Gay Men and Lesbians,"Wolfe, Daniel",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1352,0,0,1,0
295,Boy Gets Girl: A Play,"Gilman, Rebecca",NY,1,0,10.2,0,-0.461957869,0,0,5007.5,3.376270136,2064,0,1,0,0
216,Bermudez Triangle,"Johnson, Maureen",FL,0,0,-1.8,1,0.338042131,1,0,372,-1.723729864,3406,0,0,0,0
892,Henry's Freedom Box,"Levine, Ellen",VT,0,0,13.4,1,6.838042131,0,0,8467,5.376270136,3681,0,0,0,0
2030,Women and the Koran,"Hekmat, Anwar",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,990,0,0,0,0
1075,"Oh, That's Ridiculous","Cole, William",PA,1,0,2,0,2.338042131,0,0,4218,-1.623729864,3141,0,0,0,1
1643,Slaughterhouse-Five,"Vonnegut, Kurt",TN,0,0,-8.7,0,-3.661957869,1,0,-2995.5,-4.423729864,480,0,1,0,0
477,Cut,"McCormick, Patricia",CA,0,0,7.4,0,-2.761957869,0,0,10119,2.576270136,1738,0,0,0,0
1959,What's Happening to My Body?: Book for Girls,"Madaras, Lynda",MI,0,0,3.8,1,3.838042131,0,0,2966,-2.223729864,3363,0,0,0,0
1025,It's Perfectly Normal,"Harris, Robie",AK,0,1,-13.4,0,8.738042131,1,0,15707.5,0.676270136,721,0,0,0,0
1434,"Perks of Being a Wallflower, The","Chbosky, Stephen",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1393,One Flew Over the Cuckoo's Nest,"Kesey, Ken",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3212,0,0,0,0
399,"Chocolate War, The","Cormier, Robert",MO,1,1,-3.1,0,1.738042131,1,0,1279.5,-2.423729864,480,0,0,0,0
1545,Rotten Island,"Steig, William",VA,0,0,-1.7,1,1.938042131,0,0,11296,5.476270136,3503,0,0,0,1
1794,Thirteen Reasons Why,"Asher, Jay",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
730,"Golden Compass, The","Pullman, Philip",LA,1,1,-9.7,1,-4.761957869,0,0,-5120.5,-5.323729864,3189,0,0,0,0
308,Brave New World,"Huxley, Aldous",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1145,Little Black Sambo,"Bannerman, Helen",CA,0,0,7.4,0,-2.761957869,0,0,10119,2.576270136,1557,0,0,0,0
374,"Catcher in the Rye, The","Salinger, J.D.",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
329,"Bumblebee Flies Anyway, The","Cormier, Robert",OH,1,1,-0.7,0,3.438042131,0,0,2469,-2.923729864,2848,0,0,0,0
682,Feed,"Anderson, M.T.",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
952,I Am the Cheese,"Cormier, Robert",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1054,"Joy of Gay Sex, The","Silverstein, Dr. Charles and Felice Picano",IL,0,0,7.7,0,1.838042131,0,0,6489.5,2.076270136,1917,0,0,0,0
1745,Sweet Valley High Series,"William, Kate",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1440,0,0,0,0
868,Harry Potter (series),"Rowling, J.K.",WI,0,1,2.4,0,5.538042131,0,0,4234.5,-1.623729864,273,1,0,0,0
512,Dead Folks,"Jackson, Jon A.",MT,0,0,-7.1,1,7.638042131,1,0,-6482,0.376270136,3365,0,1,0,0
724,Freakonomics,"Levitt, Steven D.",IL,0,0,7.7,0,1.838042131,1,0,6489.5,2.076270136,2309,0,0,0,0
1276,Mommy Laid an Egg,"Cole, Babette",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,0
1009,Ironman,"Crutcher, Chris",IL,0,1,7.7,0,1.838042131,0,0,6489.5,2.076270136,675,0,1,0,0
18,A Firestorm Unleashed,"Ayer, Eleanor H.",IL,0,0,7.7,1,1.838042131,0,0,6489.5,2.076270136,3319,0,0,0,1
100,Alice on Her Way,"Naylor, Phyllis Reynolds",NY,0,1,10.2,0,-0.461957869,1,0,5007.5,3.376270136,2807,0,0,0,0
